Text,Location,Source,Timestamp,Category,pre_reason,cluster,final_category,is_wrong,error_reason,predicted_category,correct
"Heavy rainfall has caused flooding in Bengaluru, Karnataka.","Bengaluru, Karnataka",Local News,2024-07-04T10:37:08Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Cyclone causing strong winds and rain in Munnar, Kerala.","Munnar, Kerala",District Collector Office,2025-07-27T14:17:26Z,CYCLONE,Indicates rainfall or water overflow event,6,CYCLONE,False,Correctly clustered,CYCLONE,True
"Hailstorm damaging crops and vehicles in Kolkata, West Bengal.","Kolkata, West Bengal",Local News,2024-09-09T15:28:57Z,HAILSTORM,Mentions hailstorm with ice particles,1,HAILSTORM,False,Correctly clustered,HAILSTORM,True
"Thunderstorm with lightning strikes in Anantapur, Andhra Pradesh.","Anantapur, Andhra Pradesh",Twitter,2025-02-16T07:50:48Z,THUNDERSTORM,Indicates thunderstorm activity,6,CYCLONE,True,Thunderstorm confused with cyclone/storm due to similar features,CYCLONE,False
"Extreme heatwave conditions observed in Kolkata, West Bengal.","Kolkata, West Bengal",The Hindu,2023-09-15T19:28:31Z,HEATWAVE,Indicates extreme heat conditions,2,COLD_WAVE,True,Heatwave grouped with drought due to temperature relation,COLD_WAVE,False
"Hailstorm damaging crops and vehicles in Munnar, Kerala.","Munnar, Kerala",The Hindu,2024-07-07T02:15:05Z,HAILSTORM,Mentions hailstorm with ice particles,1,HAILSTORM,False,Correctly clustered,HAILSTORM,True
"Extreme heatwave conditions observed in Mumbai, Maharashtra.","Mumbai, Maharashtra",Twitter,2024-05-18T21:05:17Z,HEATWAVE,Indicates extreme heat conditions,2,COLD_WAVE,True,Heatwave grouped with drought due to temperature relation,COLD_WAVE,False
"Cold wave with very low temperatures in Mysuru, Karnataka.","Mysuru, Karnataka",IMD Bulletin,2023-05-07T03:45:21Z,COLD_WAVE,Indicates cold wave conditions,2,COLD_WAVE,False,Correctly clustered,COLD_WAVE,True
"Hailstorm damaging crops and vehicles in Coimbatore, Tamil Nadu.","Coimbatore, Tamil Nadu",Local News,2024-07-12T21:08:21Z,HAILSTORM,Mentions hailstorm with ice particles,1,HAILSTORM,False,Correctly clustered,HAILSTORM,True
"Air quality dropped to hazardous levels in Mysuru, Karnataka.","Mysuru, Karnataka",Twitter,2024-12-19T02:06:36Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Extreme heatwave conditions observed in Jaipur, Rajasthan.","Jaipur, Rajasthan",IMD Bulletin,2024-07-31T15:05:56Z,HEATWAVE,Indicates extreme heat conditions,2,COLD_WAVE,True,Heatwave grouped with drought due to temperature relation,COLD_WAVE,False
"Multiple climate events including heatwave affecting Hyderabad, Telangana with severe impact.","Hyderabad, Telangana",NDTV News,2023-04-09T06:12:38Z,HEATWAVE,Indicates extreme heat conditions,9,FLOODS,True,Heatwave grouped with drought due to temperature relation,FLOODS,False
"Severe drought affecting water supply in Warangal, Telangana.","Warangal, Telangana",The Hindu,2024-02-05T20:13:44Z,DROUGHT,Indicates water scarcity,5,DROUGHT,False,Correctly clustered,DROUGHT,True
"Cyclone causing strong winds and rain in Coimbatore, Tamil Nadu.","Coimbatore, Tamil Nadu",Local News,2024-10-09T21:29:24Z,CYCLONE,Indicates rainfall or water overflow event,6,CYCLONE,False,Correctly clustered,CYCLONE,True
"Cold wave with very low temperatures in Madurai, Tamil Nadu.","Madurai, Tamil Nadu",Local News,2024-07-14T11:07:48Z,COLD_WAVE,Indicates cold wave conditions,2,COLD_WAVE,False,Correctly clustered,COLD_WAVE,True
"Landslides triggered due to rainfall in Kolkata, West Bengal.","Kolkata, West Bengal",District Collector Office,2024-07-04T19:01:59Z,LANDSLIDE,Indicates rainfall or water overflow event,3,LANDSLIDE,False,Correctly clustered,LANDSLIDE,True
"Hailstorm damaging crops and vehicles in Katpadi, Vellore.","Katpadi, Vellore",IMD Bulletin,2023-06-13T06:56:35Z,HAILSTORM,Mentions hailstorm with ice particles,1,HAILSTORM,False,Correctly clustered,HAILSTORM,True
"Air quality dropped to hazardous levels in Vijayawada, Andhra Pradesh.","Vijayawada, Andhra Pradesh",Local News,2025-01-24T12:49:14Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Cold wave with very low temperatures in Kochi, Kerala.","Kochi, Kerala",Weather Dept,2025-09-27T14:14:43Z,COLD_WAVE,Indicates cold wave conditions,2,COLD_WAVE,False,Correctly clustered,COLD_WAVE,True
"Thunderstorm with lightning strikes in Hyderabad, Telangana.","Hyderabad, Telangana",Local News,2023-09-21T08:17:56Z,THUNDERSTORM,Indicates thunderstorm activity,6,CYCLONE,True,Thunderstorm confused with cyclone/storm due to similar features,CYCLONE,False
"Air quality dropped to hazardous levels in Mumbai, Maharashtra.","Mumbai, Maharashtra",Local News,2023-07-11T20:02:45Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Multiple climate events including heatwave affecting Anantapur, Andhra Pradesh with severe impact.","Anantapur, Andhra Pradesh",District Collector Office,2025-12-17T03:25:53Z,HEATWAVE,Indicates extreme heat conditions,9,FLOODS,True,Heatwave grouped with drought due to temperature relation,FLOODS,False
"Wildfire spreading rapidly in Pune, Maharashtra.","Pune, Maharashtra",The Hindu,2025-12-24T00:04:44Z,WILDFIRE,Indicates wildfire spreading,7,WILDFIRE,False,Correctly clustered,WILDFIRE,True
"Multiple climate events including landslide affecting Hyderabad, Telangana with severe impact.","Hyderabad, Telangana",Twitter,2024-03-15T15:55:29Z,LANDSLIDE,Indicates land movement,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Landslides triggered due to rainfall in Madurai, Tamil Nadu.","Madurai, Tamil Nadu",NDTV News,2024-06-03T20:35:34Z,LANDSLIDE,Indicates rainfall or water overflow event,3,LANDSLIDE,False,Correctly clustered,LANDSLIDE,True
"Air quality dropped to hazardous levels in Anantapur, Andhra Pradesh.","Anantapur, Andhra Pradesh",District Collector Office,2024-03-20T17:05:05Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Multiple climate events including cyclone affecting Pune, Maharashtra with severe impact.","Pune, Maharashtra",District Collector Office,2023-10-22T19:33:06Z,CYCLONE,General climate event,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Wildfire spreading rapidly in Hyderabad, Telangana.","Hyderabad, Telangana",Weather Dept,2025-05-15T08:21:33Z,WILDFIRE,Indicates wildfire spreading,8,WILDFIRE,False,Correctly clustered,WILDFIRE,True
"Extreme heatwave conditions observed in Coimbatore, Tamil Nadu.","Coimbatore, Tamil Nadu",NDTV News,2024-07-25T01:51:44Z,HEATWAVE,Indicates extreme heat conditions,2,COLD_WAVE,True,Heatwave grouped with drought due to temperature relation,COLD_WAVE,False
"Multiple climate events including hailstorm affecting Warangal, Telangana with severe impact.","Warangal, Telangana",Local News,2025-02-26T14:29:11Z,HAILSTORM,Mentions hailstorm with ice particles,0,THUNDERSTORM,True,Semantic overlap between categories caused misclassification,THUNDERSTORM,False
"Air quality dropped to hazardous levels in Chennai, Tamil Nadu.","Chennai, Tamil Nadu",District Collector Office,2025-08-16T01:39:23Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Cyclone causing strong winds and rain in Hyderabad, Telangana.","Hyderabad, Telangana",Local News,2025-09-29T17:41:13Z,CYCLONE,Indicates rainfall or water overflow event,6,CYCLONE,False,Correctly clustered,CYCLONE,True
"Heavy rainfall has caused flooding in Katpadi, Vellore.","Katpadi, Vellore",District Collector Office,2025-10-07T04:56:22Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Cyclone causing strong winds and rain in Katpadi, Vellore.","Katpadi, Vellore",Weather Dept,2025-02-01T21:25:30Z,CYCLONE,Indicates rainfall or water overflow event,6,CYCLONE,False,Correctly clustered,CYCLONE,True
"Severe drought affecting water supply in Delhi, NCR.","Delhi, NCR",Local News,2025-03-30T04:03:55Z,DROUGHT,Indicates water scarcity,5,DROUGHT,False,Correctly clustered,DROUGHT,True
"Cyclone causing strong winds and rain in Munnar, Kerala.","Munnar, Kerala",NDTV News,2024-01-24T19:14:29Z,CYCLONE,Indicates rainfall or water overflow event,6,CYCLONE,False,Correctly clustered,CYCLONE,True
"Multiple climate events including drought affecting Mysuru, Karnataka with severe impact.","Mysuru, Karnataka",Twitter,2024-12-22T23:08:22Z,DROUGHT,Indicates water scarcity,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Multiple climate events including wildfire affecting Chennai, Tamil Nadu with severe impact.","Chennai, Tamil Nadu",IMD Bulletin,2023-06-15T08:02:21Z,WILDFIRE,Indicates wildfire spreading,9,FLOODS,True,Wildfire grouped with heat-related events,FLOODS,False
"Multiple climate events including hailstorm affecting Hyderabad, Telangana with severe impact.","Hyderabad, Telangana",The Hindu,2025-10-21T20:53:11Z,HAILSTORM,Mentions hailstorm with ice particles,0,THUNDERSTORM,True,Semantic overlap between categories caused misclassification,THUNDERSTORM,False
"Wildfire spreading rapidly in Jaipur, Rajasthan.","Jaipur, Rajasthan",Weather Dept,2023-03-08T12:33:37Z,WILDFIRE,Indicates wildfire spreading,7,WILDFIRE,False,Correctly clustered,WILDFIRE,True
"Heavy rainfall has caused flooding in Bengaluru, Karnataka.","Bengaluru, Karnataka",NDTV News,2024-10-17T03:17:33Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Thunderstorm with lightning strikes in Madurai, Tamil Nadu.","Madurai, Tamil Nadu",NDTV News,2025-12-12T21:34:00Z,THUNDERSTORM,Indicates thunderstorm activity,6,CYCLONE,True,Thunderstorm confused with cyclone/storm due to similar features,CYCLONE,False
"Multiple climate events including drought affecting Jaipur, Rajasthan with severe impact.","Jaipur, Rajasthan",Local News,2024-01-09T23:03:17Z,DROUGHT,Indicates water scarcity,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Thunderstorm with lightning strikes in Madurai, Tamil Nadu.","Madurai, Tamil Nadu",The Hindu,2023-08-05T17:50:50Z,THUNDERSTORM,Indicates thunderstorm activity,6,CYCLONE,True,Thunderstorm confused with cyclone/storm due to similar features,CYCLONE,False
"Hailstorm damaging crops and vehicles in Munnar, Kerala.","Munnar, Kerala",Twitter,2023-01-14T04:19:08Z,HAILSTORM,Mentions hailstorm with ice particles,1,HAILSTORM,False,Correctly clustered,HAILSTORM,True
"Multiple climate events including cold_wave affecting Mysuru, Karnataka with severe impact.","Mysuru, Karnataka",Weather Dept,2023-06-01T13:46:05Z,COLD_WAVE,Indicates cold wave conditions,9,FLOODS,True,Cold wave merged into general extreme weather cluster,FLOODS,False
"Multiple climate events including heatwave affecting Katpadi, Vellore with severe impact.","Katpadi, Vellore",Weather Dept,2025-06-01T08:51:11Z,HEATWAVE,Indicates extreme heat conditions,9,FLOODS,True,Heatwave grouped with drought due to temperature relation,FLOODS,False
"Air quality dropped to hazardous levels in Delhi, NCR.","Delhi, NCR",Weather Dept,2024-07-08T18:23:52Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Multiple climate events including heatwave affecting Coimbatore, Tamil Nadu with severe impact.","Coimbatore, Tamil Nadu",Local News,2025-08-01T01:17:28Z,HEATWAVE,Indicates extreme heat conditions,9,FLOODS,True,Heatwave grouped with drought due to temperature relation,FLOODS,False
"Multiple climate events including thunderstorm affecting Kolkata, West Bengal with severe impact.","Kolkata, West Bengal",NDTV News,2025-07-11T02:42:36Z,THUNDERSTORM,Indicates thunderstorm activity,0,THUNDERSTORM,False,Correctly clustered,THUNDERSTORM,True
"Cyclone causing strong winds and rain in Visakhapatnam, Andhra Pradesh.","Visakhapatnam, Andhra Pradesh",Weather Dept,2024-01-29T07:18:01Z,CYCLONE,Indicates rainfall or water overflow event,6,CYCLONE,False,Correctly clustered,CYCLONE,True
"Heavy rainfall has caused flooding in Bengaluru, Karnataka.","Bengaluru, Karnataka",Twitter,2023-01-26T03:30:24Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Multiple climate events including drought affecting Kochi, Kerala with severe impact.","Kochi, Kerala",Local News,2024-02-20T07:29:23Z,DROUGHT,Indicates water scarcity,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Air quality dropped to hazardous levels in Visakhapatnam, Andhra Pradesh.","Visakhapatnam, Andhra Pradesh",District Collector Office,2025-09-12T17:25:54Z,AIR_POLLUTION,Indicates air pollution,4,AIR_POLLUTION,False,Correctly clustered,AIR_POLLUTION,True
"Thunderstorm with lightning strikes in Kochi, Kerala.","Kochi, Kerala",The Hindu,2023-09-05T02:56:52Z,THUNDERSTORM,Indicates thunderstorm activity,6,CYCLONE,True,Thunderstorm confused with cyclone/storm due to similar features,CYCLONE,False
"Extreme heatwave conditions observed in Tirunelveli, Tamil Nadu.","Tirunelveli, Tamil Nadu",The Hindu,2025-06-24T21:57:07Z,HEATWAVE,Indicates extreme heat conditions,2,COLD_WAVE,True,Heatwave grouped with drought due to temperature relation,COLD_WAVE,False
"Multiple climate events including air_pollution affecting Anantapur, Andhra Pradesh with severe impact.","Anantapur, Andhra Pradesh",NDTV News,2025-02-17T04:11:14Z,AIR_POLLUTION,Indicates air pollution,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Wildfire spreading rapidly in Jaipur, Rajasthan.","Jaipur, Rajasthan",Weather Dept,2023-10-26T17:59:50Z,WILDFIRE,Indicates wildfire spreading,7,WILDFIRE,False,Correctly clustered,WILDFIRE,True
"Hailstorm damaging crops and vehicles in Madurai, Tamil Nadu.","Madurai, Tamil Nadu",The Hindu,2023-01-20T14:07:52Z,HAILSTORM,Mentions hailstorm with ice particles,1,HAILSTORM,False,Correctly clustered,HAILSTORM,True
"Cyclone causing strong winds and rain in Jaipur, Rajasthan.","Jaipur, Rajasthan",District Collector Office,2023-10-26T01:48:59Z,CYCLONE,Indicates rainfall or water overflow event,6,CYCLONE,False,Correctly clustered,CYCLONE,True
"Multiple climate events including hailstorm affecting Visakhapatnam, Andhra Pradesh with severe impact.","Visakhapatnam, Andhra Pradesh",District Collector Office,2023-06-15T13:26:50Z,HAILSTORM,Mentions hailstorm with ice particles,0,THUNDERSTORM,True,Semantic overlap between categories caused misclassification,THUNDERSTORM,False
"Extreme heatwave conditions observed in Warangal, Telangana.","Warangal, Telangana",Local News,2025-07-20T18:28:39Z,HEATWAVE,Indicates extreme heat conditions,2,COLD_WAVE,True,Heatwave grouped with drought due to temperature relation,COLD_WAVE,False
"Severe drought affecting water supply in Guwahati, Assam.","Guwahati, Assam",IMD Bulletin,2025-05-31T09:14:53Z,DROUGHT,Indicates water scarcity,5,DROUGHT,False,Correctly clustered,DROUGHT,True
"Landslides triggered due to rainfall in Tirunelveli, Tamil Nadu.","Tirunelveli, Tamil Nadu",NDTV News,2025-08-14T10:12:44Z,LANDSLIDE,Indicates rainfall or water overflow event,3,LANDSLIDE,False,Correctly clustered,LANDSLIDE,True
"Landslides triggered due to rainfall in Chennai, Tamil Nadu.","Chennai, Tamil Nadu",NDTV News,2025-10-13T05:08:16Z,LANDSLIDE,Indicates rainfall or water overflow event,3,LANDSLIDE,False,Correctly clustered,LANDSLIDE,True
"Heavy rainfall has caused flooding in Delhi, NCR.","Delhi, NCR",Local News,2024-02-14T00:36:59Z,FLOODS,Indicates rainfall or water overflow event,3,LANDSLIDE,True,Rain-related event grouped with other weather events due to semantic similarity,LANDSLIDE,False
"Multiple climate events including landslide affecting Mumbai, Maharashtra with severe impact.","Mumbai, Maharashtra",Local News,2025-05-03T16:39:57Z,LANDSLIDE,Indicates land movement,9,FLOODS,True,Semantic overlap between categories caused misclassification,FLOODS,False
"Cold wave with very low temperatures in Guwahati, Assam.","Guwahati, Assam",The Hindu,2025-03-21T03:23:36Z,COLD_WAVE,Indicates cold wave conditions,2,COLD_WAVE,False,Correctly clustered,COLD_WAVE,True
"Cold wave with very low temperatures in Bengaluru, Karnataka.","Bengaluru, Karnataka",Twitter,2024-03-24T21:43:54Z,COLD_WAVE,Indicates cold wave conditions,2,COLD_WAVE,False,Correctly clustered,COLD_WAVE,True
"Multiple climate events including wildfire affecting Jaipur, Rajasthan with severe impact.","Jaipur, Rajasthan",IMD Bulletin,2023-09-24T00:23:00Z,WILDFIRE,Indicates wildfire spreading,9,FLOODS,True,Wildfire grouped with heat-related events,FLOODS,False
"Thunderstorm with lightning strikes in Munnar, Kerala.","Munnar, Kerala",The Hindu,2023-05-04T15:00:29Z,THUNDERSTORM,Indicates thunderstorm activity,6,CYCLONE,True,Thunderstorm confused with cyclone/storm due to similar features,CYCLONE,False
"Hailstorm damaging crops and vehicles in Bengaluru, Karnataka.","Bengaluru, Karnataka",District Collector Office,2024-07-30T22:19:20Z,HAILSTORM,Mentions hailstorm with ice particles,1,HAILSTORM,False,Correctly clustered,HAILSTORM,True
"Extreme heatwave conditions observed in Kochi, Kerala.","Kochi, Kerala",The Hindu,2024-01-11T06:45:02Z,HEATWAVE,Indicates extreme heat conditions,2,COLD_WAVE,True,Heatwave grouped with drought due to temperature relation,COLD_WAVE,False
"Landslides triggered due to rainfall in Delhi, NCR.","Delhi, NCR",Twitter,2024-09-27T12:03:48Z,LANDSLIDE,Indicates rainfall or water overflow event,3,LANDSLIDE,False,Correctly clustered,LANDSLIDE,True
